2026-09-16 05:10:49,903 | INFO     | api | Modelo cargado desde /home/user/Practica_MLOPS/models/modelo.joblib
2026-09-21 08:49:40,041 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 08:49:40,046 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 08:49:40,086 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 08:49:40,891 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 08:50:05,045 | INFO     | api | predict id=363d06a03e4c cultivo=cafe p_si=0.616 -> SI
2026-09-21 08:50:42,113 | INFO     | api | predict id=e5a91bcdbb9e cultivo=cafe p_si=0.616 -> SI
2026-09-21 08:58:12,763 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 08:58:12,765 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 08:58:12,780 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 08:58:13,376 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 08:58:26,269 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 08:58:26,271 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 08:58:26,291 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 08:58:26,943 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 08:58:41,106 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 08:58:41,108 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 08:58:41,129 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 08:58:41,808 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 12:39:11,063 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 12:39:11,077 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 12:39:11,151 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 12:39:11,906 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 12:42:42,283 | INFO     | api | predict id=0eb9fc991f6b cultivo=cafe p_si=0.616 -> SI
2026-09-21 12:42:45,059 | INFO     | api | predict id=23f7944cc801 cultivo=cafe p_si=0.616 -> SI
2026-09-21 12:42:47,759 | INFO     | api | predict id=880c574d2a14 cultivo=cafe p_si=0.616 -> SI
2026-09-21 12:42:48,870 | INFO     | api | predict id=d3961f108de0 cultivo=cafe p_si=0.616 -> SI
2026-09-21 12:42:49,447 | INFO     | api | predict id=1ef31d39ac3d cultivo=cafe p_si=0.616 -> SI
2026-09-21 12:42:52,574 | INFO     | api | predict id=7b51cccf1f27 cultivo=papa p_si=0.641 -> SI
2026-09-21 12:42:54,852 | INFO     | api | predict id=0dabee2ea7ad cultivo=uva p_si=0.467 -> NO
2026-09-21 12:42:56,903 | INFO     | api | predict id=747546adbe57 cultivo=papa p_si=0.181 -> NO
2026-09-21 12:43:01,996 | INFO     | api | predict id=b4ca5b2984f6 cultivo=cafe p_si=0.365 -> NO
2026-09-21 12:43:03,923 | INFO     | api | predict id=e681dbc15d3c cultivo=cafe p_si=0.365 -> NO
2026-09-21 12:43:05,711 | INFO     | api | predict id=5ad30c334cf8 cultivo=cafe p_si=0.617 -> SI
2026-09-21 12:43:09,814 | INFO     | api | predict id=d66d4963906b cultivo=cafe p_si=0.617 -> SI
2026-09-21 12:43:12,200 | INFO     | api | predict id=470c576779ad cultivo=papa p_si=0.157 -> NO
2026-09-21 12:43:36,762 | INFO     | api | reprocess exit=0
2026-09-21 14:46:20,166 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 14:51:22,931 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 14:51:23,268 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 14:51:24,735 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 14:51:51,676 | INFO     | api | reprocess exit=0
2026-09-21 15:24:16,893 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:24:16,895 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:24:16,910 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:24:17,658 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:25:29,145 | INFO     | api | predict id=a3b85a37fe89 cultivo=cafe p_si=0.616 -> SI
2026-09-21 15:25:43,297 | INFO     | api | reprocess exit=0
2026-09-21 15:31:11,366 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:31:11,368 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:31:11,380 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:31:11,837 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:33:29,793 | INFO     | api | simulador accion=speed intervalo=6.0 cantidad=None
2026-09-21 15:33:40,207 | INFO     | api | predict id=a13376e051f7 cultivo=cafe p_si=0.616 -> SI
2026-09-21 15:34:24,344 | INFO     | api | reprocess exit=0
2026-09-21 15:34:33,644 | INFO     | api | reprocess exit=0
2026-09-21 15:35:41,430 | INFO     | api | reprocess exit=0
2026-09-21 15:47:57,888 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:47:57,893 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:47:57,956 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:47:58,782 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:48:07,883 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:48:07,891 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:48:07,910 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:48:08,465 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:50:29,731 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:50:29,733 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:50:29,749 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:50:30,492 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:50:36,503 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:50:36,504 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:50:36,526 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:50:36,894 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:50:51,346 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:50:51,348 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:50:51,374 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:50:52,023 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:50:58,414 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:50:58,417 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:50:58,429 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:50:59,020 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:51:23,437 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:51:23,505 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:51:23,554 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:51:24,238 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:52:13,632 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:52:13,633 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:52:13,645 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:52:14,068 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:52:21,912 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:52:21,914 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:52:21,927 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:52:22,420 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:52:28,974 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:52:28,976 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:52:28,996 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:52:29,691 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:52:36,018 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:52:36,021 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:52:36,030 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:52:36,402 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:52:46,178 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:52:46,180 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:52:46,194 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:52:46,754 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:52:53,722 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:52:53,724 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:52:53,736 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:52:54,310 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:53:22,765 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:53:22,767 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:53:22,788 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:53:23,467 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:53:31,034 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:53:31,042 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:53:31,059 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:53:32,013 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:53:38,826 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:53:38,827 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:53:38,837 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:53:39,248 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:53:59,122 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:53:59,124 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:53:59,136 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:53:59,526 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:54:30,699 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:54:30,704 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:54:30,714 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:54:31,190 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:54:44,351 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:54:44,353 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:54:44,367 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:54:45,071 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:54:52,612 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:54:52,615 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:54:52,625 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:54:53,871 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:55:17,099 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:55:17,101 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:55:17,117 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:55:17,792 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:55:52,487 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:55:52,489 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:55:52,504 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:55:53,128 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:56:03,526 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:56:03,528 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:56:03,543 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:56:04,186 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:56:12,015 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:56:12,016 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:56:12,031 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:56:12,832 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:56:20,023 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:56:20,024 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:56:20,033 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:56:20,448 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:56:27,490 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:56:27,492 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:56:27,505 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:56:27,922 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:56:45,889 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:56:45,890 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:56:45,902 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:56:46,593 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:57:03,290 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:57:03,294 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:57:03,310 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:57:03,947 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:57:12,074 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:57:12,076 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:57:12,087 | INFO     | api | Dataset de referencia cargado: 50 filas
